year,month,location,property_type,bedrooms,bathrooms,land_size_perches,price_lkr,inflation_pct,lending_rate_pct,usd_lkr,gdp_growth_pct,policy_rate_pct,property_price_index,data_source
2018,6,Nuwara Eliya,Land,,,,357142.85714285716,4.3,13.0,162.0,3.3,8.5,100.0,estimated_historical
2018,6,Polonnaruwa,Land,,,,88392.85714285714,4.3,13.0,162.0,3.3,8.5,100.0,estimated_historical
2018,6,Puttalam,House,,,,8035714.285714285,4.3,13.0,162.0,3.3,8.5,100.0,estimated_historical
2018,6,Puttalam,Land,,,,2607142.8571428573,4.3,13.0,162.0,3.3,8.5,100.0,estimated_historical
2018,6,Ratnapura,House,,,,6785714.285714285,4.3,13.0,162.0,3.3,8.5,100.0,estimated_historical
2018,6,Ratnapura,Land,,,,103571.42857142858,4.3,13.0,162.0,3.3,8.5,100.0,estimated_historical
2018,6,Trincomalee,House,,,,7232142.857142857,4.3,13.0,162.0,3.3,8.5,100.0,estimated_historical
2018,6,Trincomalee,Land,,,,1428571.4285714286,4.3,13.0,162.0,3.3,8.5,100.0,estimated_historical
2018,6,United Arab Emirates,Land,,,,535714.2857142857,4.3,13.0,162.0,3.3,8.5,100.0,estimated_historical
2018,6,Vavuniya,House,,,,2428571.4285714286,4.3,13.0,162.0,3.3,8.5,100.0,estimated_historical
2018,6,Vavuniya,Land,,,,2857142.8571428573,4.3,13.0,162.0,3.3,8.5,100.0,estimated_historical
2019,6,Ampara,House,,,,1735714.2857142857,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Ampara,Land,,,,385425.0,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Anuradhapura,Land,,,,84857.14285714286,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Badulla,House,,,,6460714.285714286,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Badulla,Land,,,,221785.7142857143,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Batticaloa,House,,,,2507142.8571428573,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Batticaloa,Land,,,,1253571.4285714286,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Colombo,Apartment,,,,25071428.57142857,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Colombo,House,,,,18321428.57142857,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Colombo,Land,,,,694285.7142857143,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Galle,Apartment,,,,38571428.571428575,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Galle,House,,,,10992857.142857144,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Galle,Land,,,,327857.1428571429,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Gampaha,Apartment,,,,16200000.0,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Gampaha,House,,,,10992857.142857144,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Gampaha,Land,,,,260357.14285714287,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Hambantota,House,,,,1851428.5714285716,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Hambantota,Land,,,,173571.42857142858,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Jaffna,House,,,,15428571.42857143,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Jaffna,Land,,,,597857.1428571428,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Kalutara,Apartment,,,,32785714.285714287,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Kalutara,House,,,,9180000.0,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Kalutara,Land,,,,241071.42857142858,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Kandy,House,,,,16778571.42857143,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Kandy,Land,,,,95657.14285714286,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Kegalle,House,,,,17357142.85714286,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Kegalle,Land,,,,82928.57142857143,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Kurunegala,House,,,,9160714.285714285,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Kurunegala,Land,,,,333642.85714285716,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Matale,House,,,,15428571.42857143,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Matale,Land,,,,226607.14285714287,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Matara,Apartment,,,,29892857.142857146,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Matara,House,,,,12342857.142857144,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Matara,Land,,,,578571.4285714286,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Monaragala,House,,,,1735714.2857142857,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Monaragala,Land,,,,3085714.285714286,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Nuwara Eliya,Apartment,,,,11185714.285714285,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Nuwara Eliya,House,,,,28928571.42857143,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Nuwara Eliya,Land,,,,385714.28571428574,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Polonnaruwa,Land,,,,95464.28571428572,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Puttalam,House,,,,8678571.42857143,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Puttalam,Land,,,,2815714.285714286,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Ratnapura,House,,,,7328571.428571429,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Ratnapura,Land,,,,111857.14285714286,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Trincomalee,House,,,,7810714.285714286,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Trincomalee,Land,,,,1542857.142857143,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,United Arab Emirates,Land,,,,578571.4285714286,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Vavuniya,House,,,,2622857.142857143,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2019,6,Vavuniya,Land,,,,3085714.285714286,3.5,13.5,178.0,2.3,7.5,108.0,estimated_historical
2020,6,Ampara,House,,,,1848214.2857142857,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Ampara,Land,,,,410406.25,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Anuradhapura,Land,,,,90357.14285714286,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Badulla,House,,,,6879464.285714285,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Badulla,Land,,,,236160.7142857143,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Batticaloa,House,,,,2669642.857142857,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Batticaloa,Land,,,,1334821.4285714284,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Colombo,Apartment,,,,26696428.57142857,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Colombo,House,,,,19508928.57142857,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Colombo,Land,,,,739285.7142857142,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Galle,Apartment,,,,41071428.57142857,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Galle,House,,,,11705357.142857142,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Galle,Land,,,,349107.14285714284,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Gampaha,Apartment,,,,17250000.0,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Gampaha,House,,,,11705357.142857142,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Gampaha,Land,,,,277232.14285714284,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Hambantota,House,,,,1971428.5714285714,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Hambantota,Land,,,,184821.42857142855,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Jaffna,House,,,,16428571.428571427,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Jaffna,Land,,,,636607.1428571428,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Kalutara,Apartment,,,,34910714.28571428,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Kalutara,House,,,,9775000.0,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Kalutara,Land,,,,256696.42857142855,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Kandy,House,,,,17866071.42857143,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Kandy,Land,,,,101857.14285714286,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Kegalle,House,,,,18482142.85714286,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Kegalle,Land,,,,88303.57142857142,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Kurunegala,House,,,,9754464.285714285,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Kurunegala,Land,,,,355267.8571428571,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Matale,House,,,,16428571.428571427,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Matale,Land,,,,241294.64285714284,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Matara,Apartment,,,,31830357.14285714,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Matara,House,,,,13142857.142857142,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Matara,Land,,,,616071.4285714285,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Monaragala,House,,,,1848214.2857142857,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Monaragala,Land,,,,3285714.2857142854,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Nuwara Eliya,Apartment,,,,11910714.285714285,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Nuwara Eliya,House,,,,30803571.42857143,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Nuwara Eliya,Land,,,,410714.2857142857,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Polonnaruwa,Land,,,,101651.78571428571,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Puttalam,House,,,,9241071.42857143,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Puttalam,Land,,,,2998214.2857142854,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Ratnapura,House,,,,7803571.428571428,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Ratnapura,Land,,,,119107.14285714286,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Trincomalee,House,,,,8316964.285714285,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Trincomalee,Land,,,,1642857.1428571427,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,United Arab Emirates,Land,,,,616071.4285714285,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Vavuniya,House,,,,2792857.1428571427,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2020,6,Vavuniya,Land,,,,3285714.2857142854,4.6,9.2,185.0,-3.6,4.5,115.0,estimated_historical
2021,6,Ampara,House,,,,2089285.7142857143,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Ampara,Land,,,,463937.5,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Anuradhapura,Land,,,,102142.85714285714,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Badulla,House,,,,7776785.714285715,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Badulla,Land,,,,266964.28571428574,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Batticaloa,House,,,,3017857.142857143,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Batticaloa,Land,,,,1508928.5714285716,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Colombo,Apartment,,,,30178571.42857143,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Colombo,House,,,,22053571.42857143,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Colombo,Land,,,,835714.2857142858,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Galle,Apartment,,,,46428571.42857143,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Galle,House,,,,13232142.857142858,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Galle,Land,,,,394642.85714285716,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Gampaha,Apartment,,,,19500000.0,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Gampaha,House,,,,13232142.857142858,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Gampaha,Land,,,,313392.85714285716,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Hambantota,House,,,,2228571.4285714286,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Hambantota,Land,,,,208928.57142857145,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Jaffna,House,,,,18571428.57142857,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Jaffna,Land,,,,719642.8571428572,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Kalutara,Apartment,,,,39464285.71428572,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Kalutara,House,,,,11050000.0,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Kalutara,Land,,,,290178.5714285714,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Kandy,House,,,,20196428.57142857,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Kandy,Land,,,,115142.85714285714,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Kegalle,House,,,,20892857.14285714,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Kegalle,Land,,,,99821.42857142858,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Kurunegala,House,,,,11026785.714285715,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Kurunegala,Land,,,,401607.1428571429,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Matale,House,,,,18571428.57142857,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Matale,Land,,,,272767.85714285716,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Matara,Apartment,,,,35982142.85714286,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Matara,House,,,,14857142.857142858,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Matara,Land,,,,696428.5714285715,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Monaragala,House,,,,2089285.7142857143,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Monaragala,Land,,,,3714285.7142857146,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Nuwara Eliya,Apartment,,,,13464285.714285715,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Nuwara Eliya,House,,,,34821428.571428575,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Nuwara Eliya,Land,,,,464285.7142857143,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Polonnaruwa,Land,,,,114910.71428571429,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Puttalam,House,,,,10446428.57142857,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Puttalam,Land,,,,3389285.7142857146,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Ratnapura,House,,,,8821428.57142857,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Ratnapura,Land,,,,134642.85714285716,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Trincomalee,House,,,,9401785.714285715,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Trincomalee,Land,,,,1857142.8571428573,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,United Arab Emirates,Land,,,,696428.5714285715,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Vavuniya,House,,,,3157142.8571428573,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2021,6,Vavuniya,Land,,,,3714285.7142857146,5.7,8.7,201.0,3.3,6.0,130.0,estimated_historical
2022,6,Ampara,House,,,,3133928.5714285714,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Ampara,Land,,,,695906.25,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Anuradhapura,Land,,,,153214.2857142857,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Badulla,House,,,,11665178.57142857,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Badulla,Land,,,,400446.4285714286,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Batticaloa,House,,,,4526785.714285714,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Batticaloa,Land,,,,2263392.857142857,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Colombo,Apartment,,,,45267857.14285714,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Colombo,House,,,,33080357.14285714,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Colombo,Land,,,,1253571.4285714284,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Galle,Apartment,,,,69642857.14285713,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Galle,House,,,,19848214.285714284,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Galle,Land,,,,591964.2857142857,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Gampaha,Apartment,,,,29250000.0,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Gampaha,House,,,,19848214.285714284,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Gampaha,Land,,,,470089.2857142857,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Hambantota,House,,,,3342857.1428571427,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Hambantota,Land,,,,313392.8571428571,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Jaffna,House,,,,27857142.857142854,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Jaffna,Land,,,,1079464.2857142857,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Kalutara,Apartment,,,,59196428.57142857,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Kalutara,House,,,,16575000.0,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Kalutara,Land,,,,435267.8571428571,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Kandy,House,,,,30294642.857142854,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Kandy,Land,,,,172714.2857142857,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Kegalle,House,,,,31339285.714285713,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Kegalle,Land,,,,149732.14285714284,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Kurunegala,House,,,,16540178.57142857,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Kurunegala,Land,,,,602410.7142857142,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Matale,House,,,,27857142.857142854,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Matale,Land,,,,409151.7857142857,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Matara,Apartment,,,,53973214.28571428,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Matara,House,,,,22285714.285714284,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Matara,Land,,,,1044642.857142857,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Monaragala,House,,,,3133928.5714285714,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Monaragala,Land,,,,5571428.571428571,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Nuwara Eliya,Apartment,,,,20196428.57142857,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Nuwara Eliya,House,,,,52232142.85714286,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Nuwara Eliya,Land,,,,696428.5714285714,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Polonnaruwa,Land,,,,172366.07142857142,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Puttalam,House,,,,15669642.857142856,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Puttalam,Land,,,,5083928.571428571,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Ratnapura,House,,,,13232142.857142856,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Ratnapura,Land,,,,201964.2857142857,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Trincomalee,House,,,,14102678.57142857,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Trincomalee,Land,,,,2785714.2857142854,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,United Arab Emirates,Land,,,,1044642.857142857,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Vavuniya,House,,,,4735714.285714285,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
2022,6,Vavuniya,Land,,,,5571428.571428571,46.4,24.0,358.0,-7.8,15.5,195.0,estimated_historical
